id_,age,job,marital,education,payment_default,housing_loan,personal_loan,contact,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,deposit_subscribed,date,latitude,longitude,Income,Kidhome,Teenhome,Dt_Customer,NumWebVisitsMonth,income_level
356fc69e-a248-4af2-ae28-c2c8d3aa779d,51.0,blue-collar,MARRIED,basic.9y,No,Yes,No,telephone,812,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,15-abril-2015,46.189,-86.233,76853,2,0,2012-11-12,23,Medio-bajo
7d2ddb31-a03d-45cf-8fdc-b35e6bbda707,38.0,blue-collar,MARRIED,basic.6y,Unknown,Yes,No,telephone,164,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,8-octubre-2018,25.975,-93.643,61337,0,1,2012-02-24,7,Medio-bajo
4d0f692b-c599-45a2-b496-3b4fb0ca3a41,42.0,blue-collar,MARRIED,basic.6y,Unknown,No,No,telephone,366,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,30-septiembre-2017,39.95,-85.247,178376,1,1,2012-06-10,18,Alto
d8ea4803-4a98-402e-a522-03302ef278b5,48.0,admin.,MARRIED,high.school,No,No,No,telephone,357,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,7-junio-2017,41.612,-124.248,83568,0,2,2012-01-06,18,Medio-bajo
472c21b6-733b-448a-b97e-0899d471b051,37.0,admin.,MARRIED,university.degree,No,No,No,telephone,232,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,26-octubre-2019,33.968,-106.024,114438,1,0,2012-06-06,32,Medio-alto
c2c2c999-1f3d-48ac-9a17-562777356f88,38.0,blue-collar,SINGLE,basic.9y,No,Yes,No,telephone,91,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,7-octubre-2019,45.432,-82.709,128341,2,0,2012-10-29,13,Medio-alto
f9b67e3e-db2e-4089-85e1-df5462319653,38.0,admin.,MARRIED,Unknown,No,Yes,No,telephone,273,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,29-marzo-2019,39.012,-122.204,26244,0,2,2012-05-18,16,Bajo
ff8b1cfe-0ee6-4a62-ad9d-d602427107c7,56.0,admin.,MARRIED,basic.9y,No,Yes,No,telephone,158,2,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,8-febrero-2017,33.548,-123.247,130764,1,0,2012-03-30,8,Medio-alto
c5bee864-d04c-4e58-a813-8239b67d6345,38.0,blue-collar,SINGLE,basic.4y,Unknown,Yes,Yes,telephone,177,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,17-septiembre-2017,45.195,-67.229,141859,2,1,2012-02-06,4,Alto
c9264446-deae-4147-87a6-7f6d53a50af0,41.0,management,MARRIED,basic.6y,No,No,No,telephone,200,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,24-octubre-2018,39.804,-94.191,55445,0,2,2012-10-05,21,Medio-bajo
5df79f8e-3ec3-48f9-bbff-b21447c79099,44.0,management,DIVORCED,university.degree,No,Yes,No,telephone,172,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,5-enero-2016,28.527,-77.464,77947,1,1,2012-04-29,11,Medio-bajo
6444da89-9436-4b09-ad38-159551c260e3,47.0,admin.,MARRIED,university.degree,Unknown,Yes,No,telephone,176,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,12-julio-2018,32.595,-83.523,67439,0,1,2012-03-05,9,Medio-bajo
6e4cd355-435a-4d7b-b2f5-92d64c706a05,57.0,admin.,MARRIED,Unknown,Unknown,No,No,telephone,211,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,18-junio-2018,43.394,-79.522,80033,0,0,2012-01-15,11,Medio-bajo
d3fd430a-83ab-48fb-ad0f-29219a273d56,37.0,admin.,MARRIED,university.degree,Unknown,Yes,No,telephone,214,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,22-enero-2015,32.349,-70.223,93745,0,2,2012-07-16,27,Medio-alto
52fe0cf8-74be-4760-a5fe-ac78c82cfe52,41.0,blue-collar,DIVORCED,basic.4y,Unknown,Yes,No,telephone,1575,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,yes,14-febrero-2017,33.119,-78.718,51945,1,1,2012-05-16,32,Medio-bajo
fd488945-dcb1-4c93-ae06-2b2378db0bd0,55.0,technician,MARRIED,university.degree,No,No,No,telephone,349,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,31-julio-2017,26.058,-102.059,177873,0,0,2012-07-13,11,Alto
983b0a18-7d54-4900-bc06-ba7b30e17f49,38.0,services,MARRIED,high.school,Unknown,Yes,No,telephone,337,2,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,4-octubre-2018,39.699,-95.333,121966,1,1,2012-08-08,31,Medio-alto
be6c8341-fb40-4158-8d62-81fb98648760,55.0,management,MARRIED,Unknown,Unknown,Yes,No,telephone,272,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,5-septiembre-2017,27.091,-117.264,167586,0,1,2012-02-12,18,Alto
f583f88c-58de-40db-bcae-b2b9105fa153,42.0,blue-collar,MARRIED,basic.9y,Unknown,No,No,telephone,208,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,7-febrero-2016,41.803,-100.479,70480,1,2,2012-08-19,13,Medio-bajo
cc1029bd-87da-4de0-8735-a3b090df62c0,50.0,blue-collar,MARRIED,basic.4y,Unknown,Yes,No,telephone,193,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,19-agosto-2018,39.627,-98.496,18714,2,2,2012-08-10,23,Bajo
cf01e33c-2eb7-4020-8c72-879d3489bfa1,51.0,blue-collar,MARRIED,basic.4y,Unknown,Yes,No,telephone,212,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,14-mayo-2015,48.81,-79.382,74584,0,1,2012-08-27,14,Medio-bajo
e6382798-c0b1-4337-af1b-ee9196f5c831,38.0,admin.,MARRIED,high.school,Unknown,No,No,telephone,165,2,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,13-enero-2019,43.962,-121.032,7462,2,2,2012-08-20,21,Bajo
d3ea4624-cbe7-40bf-8324-cc3c763f0e80,49.0,entrepreneur,MARRIED,university.degree,Unknown,Yes,No,telephone,1042,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,yes,23-noviembre-2016,32.461,-91.026,153359,0,2,2012-11-15,9,Alto
d652e74e-8e59-4eb0-ada7-512f3d11ea40,38.0,technician,SINGLE,university.degree,No,No,Yes,telephone,20,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,10-septiembre-2016,32.004,-111.513,138685,2,0,2012-12-25,20,Alto
18060794-5ed8-44ab-8b30-ceb9cc3222fd,31.0,admin.,DIVORCED,high.school,No,No,No,telephone,246,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,18-junio-2017,33.276,-82.641,116608,1,0,2012-07-20,13,Medio-alto
360a3c07-d566-4079-9550-6c6c6422f5f2,38.0,management,MARRIED,basic.6y,No,No,No,telephone,529,2,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,28-agosto-2017,36.293,-104.523,14417,1,0,2012-07-30,1,Bajo
1246ce73-1096-4b01-b971-0bffb7ca7fee,39.0,admin.,MARRIED,university.degree,No,Yes,Yes,telephone,192,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,18-noviembre-2018,43.599,-75.453,99031,0,0,2012-08-28,21,Medio-alto
01fe1411-bb08-4ae3-8252-0e7385580955,49.0,technician,MARRIED,basic.9y,No,No,No,telephone,1467,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,yes,17-mayo-2015,44.354,-83.771,93507,2,1,2012-10-19,15,Medio-alto
1a7cb055-189b-4261-a521-bd11ec6ab304,34.0,admin.,MARRIED,high.school,No,Yes,No,telephone,188,2,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,26-octubre-2016,38.383,-87.624,68707,1,0,2012-02-09,16,Medio-bajo
a068e668-ee92-47ab-94b3-2c6f0660c267,35.0,admin.,MARRIED,university.degree,No,Yes,No,telephone,180,2,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,27-agosto-2016,40.103,-79.228,119162,1,0,2012-07-09,1,Medio-alto
1d488b7c-d680-4210-87f4-caab6d9ee03f,38.0,admin.,MARRIED,Unknown,Unknown,Yes,No,telephone,48,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,30-septiembre-2017,46.083,-123.668,74474,2,1,2012-09-04,13,Medio-bajo
27c0a2c1-7538-4097-a0c8-501fbf55dfee,60.0,admin.,MARRIED,Unknown,Unknown,No,Yes,telephone,213,2,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,23-febrero-2019,45.97,-95.297,111496,2,0,2012-02-18,19,Medio-alto
3e29229f-9ee7-455c-b623-63250793db56,33.0,unemployed,MARRIED,basic.9y,No,No,No,telephone,545,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,3-diciembre-2018,39.664,-122.563,95189,0,0,2012-07-18,22,Medio-alto
8e84714f-4768-41e6-bc2b-2dff581e12b8,42.0,blue-collar,MARRIED,basic.6y,No,No,Yes,telephone,583,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,20-septiembre-2017,27.672,-100.531,45768,1,1,2012-06-17,21,Bajo
aa9a96e2-a1f0-48b9-bd12-0d082fc65f56,45.0,services,MARRIED,professional.course,No,Yes,No,telephone,221,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,17-agosto-2015,35.966,-75.199,122783,0,0,2012-11-03,3,Medio-alto
9eada552-2e0f-4e25-bc52-86b419bcf3b8,42.0,management,MARRIED,university.degree,No,No,No,telephone,426,1,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,no,28-noviembre-2018,39.727,-101.195,98678,0,0,2012-12-02,31,Medio-alto
